job_title,skills,experience,salary
"Software Engineers (All levels), Senior Product Designer, Senior Product Managers","JavaScript, React, Node.js, Python, E-commerce, Marketplace, Full Stack, AWS, Mobile Development, Product Design",mid,115000.0
"Senior Fullstack Engineer, Senior DevOps Engineer","Rust, TypeScript, DevOps, Kubernetes, AWS, Cryptography, Voting Systems, Full Stack, Security, Open Source",senior,170000.0
Low-level Developers and Sales,"C++, Rust, QUIC, Networking, Low-latency Systems, Open Source, SDK Development, Remote Desktop, Robotics, Video Streaming",mid,115000.0
Founding Engineer (CTO-track),"C++, Python, Robotics, Autonomous Systems, Computer Vision, Embedded Systems, FPV Drones, Defense Tech, System Architecture, Hardware Integration",senior,125000.0
"Senior Data Engineer, Senior Full Stack Engineer","Python, SQL, AWS, Data Engineering, ML Systems, Supply Chain, Full Stack, React, Node.js, Automation",senior,160000.0
ML Scientist & Engineering,"Python, PyTorch, TensorFlow, Deep Learning, Biological Data, MLOps, AWS, Data Engineering, Research, Healthcare AI",senior,190000.0
Forward Deployed Engineers,"Python, LLMs, Haystack, FastAPI, Docker, AWS, Customer Deployment, AI Applications, Product Engineering, Consulting",mid,150000.0
Senior Backend Engineer (Python),"Python, FastAPI, PostgreSQL, Redis, Docker, AWS, Real-time Systems, Voice AI, Microservices, System Design",senior,215000.0
"Software Engineers (Product, System, SDK)","Python, Go, Kubernetes, AWS, Docker, Serverless, AI Infrastructure, SDK Development, Cloud Computing, Distributed Systems",mid,200000.0
Product & Engineering,"Billing Systems, Open Source, Python, JavaScript, Cloud Infrastructure, Scalability, Pricing Models, API Development, PostgreSQL, Docker",mid,165000.0
Full Time,"Python, Rust, Backend Development, High-Frequency Trading, Sports Betting, Scalability, PostgreSQL, AWS, Docker, CI/CD",mid,125000.0
Senior Engineer,"Go, Python, AWS, High-Performance Systems, B2B, Sports Trading, Reliability Engineering, Microservices, Docker, Kubernetes",senior,110000.0
"Software Engineers (SRE, data platform, backend, full-stack, mobile)","Rust, TypeScript, Python, Scala, Terraform, AWS, SRE, Data Platforms, Mobile Development, API Development",senior,185000.0
Product Engineer,"React, Node.js, Python, AWS, Product Development, Data Analysis, UI/UX, SQL, Docker, GraphQL",senior,170000.0
Full-time,"Python, TypeScript, Node.js, React, AWS, Cloud Infrastructure, Scalability, PostgreSQL, Docker, CI/CD",mid,155000.0
Multiple engineering roles,"Python, JavaScript, React, Node.js, AWS, Healthcare APIs, Data Analytics, SQL, Docker, Kubernetes",mid,140000.0
Senior Full-Stack Software Developer (backend-first),".NET, ASP.NET, EF Core, PostgreSQL, Redis, AWS, Linux, Nginx, Flutter, IoT",senior,100000.0
Full-Stack Engineer (Angular/NestJS) + Senior Cloud Engineer (AWS),"Angular, NestJS, TypeScript, PostgreSQL, AWS",senior,100000.0
"Engineers (SWE, Platform, Forward Deployed), Founding AE","Autonomous Testing, Frontend Testing, Platform Engineering, AI Testing",senior,215000.0
Full-time,"WebGPU, 3D Rendering, Geospatial Visualization, Shaders, GPU Acceleration",senior,115000.0
Senior Full Stack Developer (TypeScript) / Senior AI Engineer – LLMs & Agents,"TypeScript, Full-Stack Development, LLMs, AI Agents, Construction Tech",senior,130000.0
Full-time,"PHP, Symfony, TypeScript, React, PostgreSQL",senior,100000.0
Multiple Positions,"Go, Backend Engineering, Scaling, Distributed Systems",senior,165000.0
Full Time,"GPU Programming, RDMA, NCCL, Network Optimization, AI Infrastructure",senior,185000.0
Software Engineers & Platform Engineer,"Geospatial AI, Satellite Imagery, 3D Reconstruction, Platform Engineering, AI Infrastructure",senior,115000.0
DevOps/Backend developer,"DevOps, Backend Development, AI, Book Recommendation Systems",mid,75000.0
"Amsterdam, The Netherlands","TypeScript, Python, Cloud Native, Product Engineering, Startup Experience",senior,100000.0
Full-Time,"digital identity, privacy technologies, blockchain, cryptography, web3, AI security, authentication systems, data sovereignty, decentralized systems, Python",junior,115000.0
Blockchain Security Engineer,"blockchain, smart contracts, security auditing, cryptography, Ethereum, Solidity, Python, cybersecurity, penetration testing, web3",junior,105000.0
Full-time,"product management, project management, insurtech, regulatory compliance, software development, customer-facing products, internal tools, agile methodologies, stakeholder management, data analysis",mid,150000.0
Senior Full-Stack Engineer,"fullstack development, AI/LLM, Python, JavaScript, React, Node.js, UX design, product development, API integration, cloud services",senior,130000.0
Software Engineers (Multiple Roles),"fullstack development, Python, JavaScript, React, Node.js, AWS, microservices, mobile development, ecommerce, scalability",mid,145000.0
Full-time,"fullstack development, AI/ML, Python, JavaScript, React, Node.js, legal tech, workflow automation, compliance systems, database design",mid,120000.0
Senior Software Engineer - Storage Core (C/Linux),"C, Linux kernel, storage systems, distributed systems, performance optimization, low-latency programming, cloud storage, virtualization, networking, debugging",senior,180000.0
Privacy & productivity,"Rust, C++, privacy technologies, encryption, desktop applications, mobile development, security, Linux, Windows, macOS",senior,155000.0
Full-time,"API development, Python, Node.js, cloud infrastructure, AI integration, developer tools, authentication, webhooks, REST APIs, PostgreSQL",mid,160000.0
"FE, FS, ML engineers","LiDAR, hyperspectral imaging, Python, machine learning, data processing, cloud computing, GIS, remote sensing, C++, JavaScript",mid,110000.0
Full-time,"AI, Reasoning Systems, Knowledge Representation, Symbolic AI, Probabilistic Computing, Python, Research, Algorithms, Data Science, Machine Learning",mid,120000.0
Software Engineer,"AI, LLM, Software Engineering, Python, Scalability, Backend Systems, Token Processing, Web Development, Machine Learning, Cloud Computing",mid,90000.0
Full-time,"WebGPU, WebAssembly, Game Development, 3D Graphics, JavaScript, HTML5, Browser Games, Performance Optimization, Frontend, Web Technologies",mid,95000.0
"Quality & Integrity Lead, YSWS","Nonprofit Management, Quality Assurance, Integrity, Community Building, Education, Project Management, Teen Engagement, Transparency, Event Coordination, Mentorship",senior,62500.0
Multiple roles (engineering + design),"Software Engineering, Design, LLM, Git, Code Analysis, Architecture, Python, JavaScript, Data Visualization, AI Integration",mid,100000.0
"Sr. SREs, Sr. Cloud Security Engineers,  JVM Backend Engineers","SRE, Cloud Security, JVM, Backend Engineering, Java, Kotlin, AWS, DevOps, Banking Systems, Microservices",senior,115000.0
No Visa,"Data Science, Data Engineering, AWS, Distributed Systems, Python, SQL, Machine Learning, Big Data, Cloud Computing, Infrastructure",staff,180000.0
Lead DevOps / SRE,"DevOps, SRE, Cloud Infrastructure, Reliability, SLO, Incident Response, Monitoring, Automation, AWS, Kubernetes",senior,85000.0
Multiple Roles,"AI Benchmarking, Data Analysis, Machine Learning, Python, Research, Analytics, AI Technologies, Evaluation, Statistics, Data Visualization",mid,160000.0
Full-time,"AI Agents, LLM, Backend Systems, Orchestration, Observability, Python, Scalability, Production Systems, Machine Learning, Cloud Infrastructure",mid,110000.0
Full-time,"AI, Machine Translation, NLP, Backend, Full Stack, Data Engineering, HPC, Python, TensorFlow, Cloud",mid,180000.0
Full Stack Engineer,"Full Stack Development, Internal Tools, Automation, Python, JavaScript, React, API Integration, Workflow Management, M&A, Finance",mid,110000.0
"Go, React, Next.js, k8s","Go, React, Next.js, Kubernetes, AI, Legal Tech, Natural Language Processing, Cloud, Microservices, API Development",mid,45000.0
Various,"Materials Simulation, Machine Learning, GPU Computing, Python, C++, HPC, Aerospace, Nuclear Fusion, Scientific Computing, MLIPs",mid,150000.0
Backend + Data Engineer,"Backend Development, Data Engineering, Insurance Tech, Python, SQL, AWS, API Design, Data Pipelines, Fintech, Cloud Infrastructure",mid,155000.0
Full-Time,"Edge AI, Mobile Development, IoT, Data Engineering, Trust Systems, Python, Go, Kubernetes, Cloud Computing, Security",mid,170000.0
Director of Engineering,"Engineering Management, Team Leadership, Energy Tech, Smart Grid, IoT, Python, Java, Cloud Architecture, DevOps, Agile",director,250000.0
Senior Software Engineer,"AI, Machine Learning, Regulatory Compliance, Fintech, Python, AWS, Docker, Kubernetes, API Development, Voice AI",senior,210000.0
"Full time, interns/co-ops","Scientific Software, Engineering Analysis, Space Situational Awareness, C++, Python, MATLAB, Simulation, Data Analysis, Physics Modeling, Government Contracts",intern,55000.0
Full-time,"Full-stack, Product Engineering, AI, Data Platform, Python, JavaScript, React, Node.js, Cloud, Machine Learning",mid,180000.0
India,"Python, Go, Kubernetes, GCP, AWS, Azure, Cloudflare, Infrastructure, DevOps, Communication",mid,110000.0
Applied AI Engineer,"AI, Machine Learning, Capital Markets, Finance, Python, TensorFlow, PyTorch, Data Science, Cloud, API",mid,172500.0
Multiple Engineering Roles (IC + Management),"Construction Management, SaaS, Cloud, Java, JavaScript, React, AWS, Microservices, DevOps, Project Management",mid,198000.0
"Engineering (EM and IC roles, platform and product teams), Data, Data infra, Product","Engineering Management, Platform Engineering, Product Engineering, Data Engineering, Data Infrastructure, Banking, Fintech, Python, Java, AWS",mid,200000.0
Software Engineer,"Cybersecurity, AI, Semantic Layer, Data Integration, Python, Go, Cloud, Kubernetes, DevOps, Machine Learning",mid,160000.0
Staff/Senior Software Engineer,"Security, Open Source, Supply Chain, Python, Go, JavaScript, DevOps, Cloud, API, Machine Learning",senior,230000.0
TypeScript Game Developer,"TypeScript, Game Development, Generative AI, Multiplayer, Roguelike, Deckbuilding, CCG, Unity, Node.js, WebSockets",mid,120000.0
Developer Advocates + many others,"Developer Advocacy, Networking, Security, Go, Linux, Cloud, DevOps, API, Documentation, Video Production",mid,180000.0
AI/ML Engineer + others,"AI/ML, Clinical Foundation Model, Healthcare, Python, TensorFlow, PyTorch, Systems Engineering, Clinical Domain, Venture-Backed, Data Pipelines",senior,200000.0
Founding Fullstack Engineer,"Full-Stack, AI, Music Transcription, Machine Learning, Python, JavaScript, Startup, Funding, Music Tech, Neural Networks",senior,170000.0
Founding Engineer,"Cloud-Native, Payroll, Tax Compliance, Legacy Systems, SaaS, Small Business, Bootstrapped, Profitability, Scalability, Modernization",senior,192500.0
"Kirkland, WA (In Person) Founding Engineer","Fintech, Scalable Systems, Architecture, Engineering Best Practices, Python, Java, Cloud, Investment Strategies, Technical Leadership, Startup",senior,185000.0
Munich,"iOS, Swift, Product Management, Mobile Development, Tech Leadership, App Development, Germany Market, Seed Stage, Founding Team, UI/UX",senior,110000.0
Staff Fullstack Engineer/Senior Software Engineer/Forward Deployed Engineer,"Full-Stack, AI, Healthcare, Automation, JavaScript, Python, Cloud, DevOps, Clinical Workflows, Product Development",staff,215000.0
Principal Machine Learning Engineer,"Machine Learning, Python, TensorFlow, PyTorch, Gene Sequencing, Healthcare, AI, Data Science, Research, Autoimmune Disease",principal,250000.0
FE/Fullstack Mid-Senior/Senior,"JavaScript, React, Node.js, TypeScript, Frontend, Backend, Gaming, Distributed Systems, Product Thinking, EU Market",senior,135000.0
Senior Software Engineer,"AI, Procurement, Aerospace, Defense, Supply Chain",senior,185000.0
Full Time,"Cryptography, Data Security, Encryption, Payments, Banking",mid,185000.0
Python + TypeScript Engineers,"Python, TypeScript, Django, Enterprise Software, Consulting",mid,135000.0
"Bilbao, Spain","Genomics, Data Processing, Biology, Drug Development, Research",mid,100000.0
"iOS/MacOS, Android, Ai/ML, Growth","iOS, macOS, Android, AI, Machine Learning, Growth, Browser Development",mid,170000.0
Senior+ Software Engineer,"AI, Computer Vision, 3D Printing, Healthcare, Software Engineering",senior,155000.0
"Full Stack Web Developer - Python, JavaScript, SQL","Python, JavaScript, SQL, Full Stack, Web Development",mid,120000.0
2 Sr. AI Systems Architect with ML,"AI Systems, Machine Learning, Architecture, Conversational AI, Product Development",senior,215000.0
Hiring Founding AI Engineer + Videographer,"AI, Machine Learning, Golf, Data Analysis, Platform Development",senior,225000.0
Software Engineering,"Software Engineering, Communication Infrastructure, Satellite, Security, Defense Technology",mid,150000.0
Senior Full-Stack Engineer,"TypeScript, Node.js, React, SQL, Data Pipelines, AI, Accounting, Tax, Full-Stack, Cloud",senior,200000.0
Lead Engineer,"Rails, Ruby, Ticketing, E-commerce, Full-Stack, APIs, Web Development, Database, Scalability, Management",senior,85000.0
Founding Engineer (Full-Stack),"Next.js, TypeScript, AI, Healthcare, Automation, Full-Stack, React, Node.js, APIs, Startup",senior,170000.0
Growth,"Growth, Marketing, AI, Product Strategy, US Market, Distribution, Positioning, Narrative, Startup, Business Development",senior,150000.0
Founding Software Engineer,"AI, Energy, Python, Cloud, Data Processing, Regulatory Tech, Full-Stack, APIs, Machine Learning, Automation",senior,165000.0
Senior Software/Data Engineer,"Data Engineering, Python, SQL, APIs, Data Pipelines, Legal Data, AI, Cloud, ETL, Big Data",senior,205000.0
Software Engineer (Frontend/Fullstack),"TypeScript, React, Node.js, Full-Stack, Frontend, AI, Automation, LegalTech, Web Development, APIs",mid,125000.0
Sr. Software Reliability Engineer,"SRE, DevOps, Cloud, AWS, Monitoring, Automation, Reliability, Infrastructure, Scripting, CI/CD",senior,185000.0
2 Full-Stack Engineers (FE-leaning + BE-leaning),"JavaScript, TypeScript, React, Node.js, AI, Audio Processing, Full-Stack, Frontend, Backend, Web Development",mid,100000.0
Senior Machine Learning Engineer,"Machine Learning, AI, NLP, Python, PyTorch, Cloud, Scalability, User Growth, Roleplaying, Recommendation Systems",senior,200000.0
Software Engineer,"Full Stack, Backend, AI Agents, Real Estate, Python, JavaScript, Cloud, APIs, Data Engineering, Startup",mid,165000.0
Bay Area,"Systems Building, Infrastructure, Math, Research, AI, Startup, CS, Algorithms, Distributed Systems, Cloud",principal,200000.0
Full-Stack Software Engineer,"Full Stack, Machine Learning, JavaScript, Python, React, Node.js, Cloud, Data Processing, Apple Ecosystem, Research",mid,205000.0
Platform / Cloud Engineer (Senior),"Azure, Cloud, IaC, DevOps, Platform Engineering, Kubernetes, Terraform, CI/CD, Security, Networking",senior,160000.0
Senior & Lead Software Engineers,"3D Rendering, CAD, Real-time Collaboration, JavaScript, WebGL, Cloud, Manufacturing, Full Stack, TypeScript, WebSockets",senior,140000.0
Software Engineering & Sales,"C++, TypeScript, Apache Arrow, Security, Data Pipeline, AI, Cloud, DevOps, Open Source, Sales",mid,160000.0
Full-Time,"Ruby on Rails, Android, Product Engineering, Engineering Management, JavaScript, PostgreSQL, AWS, Agile, Retail, Startup",senior,115000.0
Software engineers (frontend and backend product engineers),"AI, Radiology, Frontend, Backend, Product Engineering, JavaScript, Python, React, Node.js, Cloud",mid,180000.0
Quantum Computing Expert,"Quantum Computing, Hackathons, Competitions, Datasets, Algorithms, Paris, Europe, MVP, Industry Partnerships",senior,140000.0
Infrastructure Engineer + DevRel + AI/ML Engineer,"Infrastructure Engineering, DevRel, AI/ML Engineering, Vision-Language Models, Inference, Tool-use, Orchestration, Observability, Santa Clara, Computer Vision",senior,200000.0
Senior Software Engineer,"Full-stack Engineering, B2B, Consultations, Surveys, Product Knowledge, Barcelona, EU Work Authorization, Engagement Platforms",senior,85000.0
Full-Stack Engineer,"TypeScript, Astro, Tailwind CSS, Supabase, PostgreSQL, Stripe, Docker, Kubernetes, Game Servers, Hetzner",mid,150000.0
Full-stack Developer,"Full-stack Development, Geocoding, Map Tiles, CAPTCHA, Santa Clara, Entry-level, Google Docs, Web Services",junior,100000.0
Full-Time,"Platform Engineering, Software Engineering, SaaS, B2B, AI, Presentation Software, Equity, Series B, Greenhouse",senior,180000.0
Writer,"Writing, Content Creation, Game Design, Prompt Engineering, NYC, Amsterdam, Feedback Analysis, Creative Writing",mid,65000.0
Senior Software Engineer II,"Frontend, Software Engineering, Venture Capital, Private Equity, Platform Development, Greenhouse, Waterloo, Toronto",senior,215000.0
"Software Engineers, Senior Research Engineer","AI, Economic Optimization, Energy Systems, Manufacturing, Real-Time Data, Data Visualization, Analytics",senior,180000.0
Multiple positions,"Sports Technology, Video Analysis, Data Analytics, MLOps, Hardware, IT",mid,135000.0
"Software Engineer, Full Stack","AI, Materials Manufacturing, High-Throughput Data, Full-Stack Development, R&D",mid,150000.0
Senior / Lead Software Engineers,"AI, Computer Vision, Video Security, Real-Time Systems, Backend Development, Large-Scale Data",senior,185000.0
Full-time,"AI, Education Analytics, SIS/LMS/CRM Integration, Data Ontology, Infrastructure, Product Development",senior,170000.0
Full-time,"Generalist Development, Remote Work, Self-Motivation, Written Communication, Problem Solving",senior,125000.0
Founding Engineer,"AI, Full-Stack Development, Litigation Technology, Production Code, YC Startup",senior,145000.0
Software Engineer,"Logistics Optimization, Software Engineering, Full-Stack Development, Consumer Product, API Development",mid,135000.0
"Sr Software Engineer, AI Team","React, Postgres, Golang, Node.js, AWS, Terraform",senior,175000.0
"Engineers, EMs, GTM, Former Founders","API Development, npm, pip, OpenAI, Anthropic",senior,200000.0
Senior Product Engineers,"Python, LLMs, GCP, Full-Stack Web, Product Catalogs",senior,102500.0
Multiple Roles,"Robotics, Solar Energy, Construction, Automation, YC Startup",mid,150000.0
Full-Stack Ruby Engineer,"Ruby, Rails, Full-Stack Development, Booking Systems, Web Development",mid,115000.0
Software Engineers (Senior+),"AI Agents, GitHub, Software Development, Infrastructure, Human Interfaces",senior,227500.0
Full Time,"Robotics, Software Engineering, Autonomous Systems, Teleoperation, Facility Management",mid,135000.0
FinTech,"Support Engineering, FinTech, Open Source, Wallet Systems, Customer Support",senior,90200.0
Senior Backend Developer,"Backend, Python, Machine Learning, NLP, E-commerce, APIs, Cloud, DevOps, JavaScript, AI",senior,162500.0
Software Engineers (Senior/Staff/Principal),"AI, Wealth Management, Python, JavaScript, Cloud, Fintech, Machine Learning, Full-stack, APIs, Data Engineering",senior,225000.0
"Robotics Engineers, Infra Engineers, Product Engineers, GTM","Robotics, Infrastructure, Python, Cloud, Data Engineering, AI, Machine Learning, DevOps, C++, TensorFlow",senior,200000.0
Founding AI Engineer,"AI, Machine Learning, Cybersecurity, Python, Agentic Systems, LLMs, Cloud, DevOps, Data Science, Software Engineering",senior,180000.0
Fullstack engineer,"Full-stack, JavaScript, React, Node.js, AI, Marketing Platforms, E-commerce, APIs, Cloud, Mobile Development",mid,165000.0
Senior Quant/Data Scientist,"Quantitative Analysis, Data Science, Python, Statistics, Machine Learning, Financial Modeling, Sports Analytics, Prediction Markets, SQL, R",senior,200000.0
Senior Flutter Developer,"Flutter, Dart, Mobile Development, iOS, Android, Architecture, Testing, CI/CD, REST APIs, Firebase",senior,170000.0
lightning.ai,"Python, PyTorch, Machine Learning, Full-stack, Backend, ML Platform, AI, Cloud Infrastructure, DevOps, React",senior,230000.0
Senior Software Engineer - Database Infrastructure,"Rust, Database Infrastructure, ScyllaDB, Kubernetes, Python, Postgres, Elasticsearch, Terraform, Distributed Systems, Scalability",senior,275000.0
"Principal Product Engineer, Principal ML Engineer","Machine Learning, Product Engineering, Data Analysis, Real Estate, Market Intelligence, Automation, AI, Data Processing, Cloud Computing, Software Development",principal,212500.0
Rust/DB engineers,"Rust, Database Engineering, Data Platform, Streaming, Distributed Systems, Cloud Computing, Query Engines, Iceberg, R2, Edge Computing",senior,240000.0
Software Engineer (full-stack),"Full-Stack Development, CRM, Sales Software, Prospecting, Backend, Frontend, API Integration, Database Management, Cloud Services, Software Engineering",mid,140000.0
Backend Engineer,"Backend Engineering, AI Infrastructure, Analytics, Automation, SEO, Generative AI, API Development, Cloud Computing, Data Processing, Machine Learning",mid,170000.0
kinelo.com,"AI, Backend Development, Full-Stack, Software Engineering, Team Coordination, Engineering Management, Machine Learning, API Development, Cloud Infrastructure, DevOps",mid,185000.0
Python Scientific Software Developers,"Python, Scientific Computing, Data Science, Machine Learning, Life Sciences, Material Sciences, Chemistry, Semiconductors, Software Development, Digital Transformation",mid,125000.0
Staff Software Engineer,"Cloud Computing, Software Engineering, Agriculture Tech, Financial Systems, Field Operations, Backend Development, API Design, Database Management, DevOps, Product Development",staff,225000.0
Senior/Staff Software Engineer (Full-stack),"Full-stack, AI, Real Estate, Market Intelligence, Data Processing, Financial Systems, Series A, Machine Learning, Python, JavaScript",staff,195000.0
Hiring Senior / Staff Software Engineers,"Software Engineering, Insurance, AI, Automation, Legacy Systems, Data Processing, Product Engineering, Full-stack, Workflow, Real-time Data",staff,205000.0
"Staff SWE, AI","AI, Backend, Production Environments, Monitoring, Diagnostics, Software Engineering, System Architecture, Cloud, DevOps, Machine Learning",staff,230000.0
Full-time,"AI, SaaS, AEC Industry, Automation, Project Management, YC Backed, B2B, Python, Machine Learning, Data Processing",mid,140000.0
Full-time,"Rust, Python, TypeScript, Go, AI, Vector Search, Database, Open Source, Cloud, Full-text Search",senior,180000.0
Full-stack Product Engineer,"Full-stack, Product Engineering, Customer Support, Feedback Systems, SaaS, Bootstrapped, EU Market, JavaScript, React, Node.js",mid,130000.0
"Software Engineer, Team lead, AI engineer","Python, AI, LLMs, Team Leadership, Software Engineering, Production Deployment, Machine Learning, Full-stack, EU Market, Contract Work",senior,150000.0
Full Stack Engineers,"TypeScript, Node.js, React, Next.js, PostgreSQL, Docker, Kubernetes, LLMs, AI, Financial Modeling",mid,150000.0
Full-time,"Web Infrastructure, AI, Python, Retrieval Systems, Automation, Data Enrichment, Web Monitoring, Cloud Computing, Software Engineering, Low-Level Primitives",mid,185000.0
Founding Engineer,"AI Agents, Python, Digital Forensics, Autonomous Systems, Law Enforcement Tech, Software Orchestration, Machine Learning, Cloud Infrastructure, Security Tools, Data Analysis",senior,260000.0
Full-time,"Video Platform, AI, Python, Machine Learning, Content Generation, Scalable Systems, Cloud Computing, Software Engineering, Personalization Algorithms, Media Processing",mid,190000.0
Staff Backend Engineer,"Backend Engineering, SaaS, Python, AI Models, Mobile Applications, Web Development, Cloud Infrastructure, Database Systems, Software Architecture, Offline-First Design",staff,215000.0
Software Engineer (Associate),"Quantitative Finance, Python, C++, Financial Modeling, Investment Strategies, Scalable Systems, Data Engineering, Algorithm Development, Banking Systems, Risk Analysis",junior,120000.0
Full-Time,"Backend Engineering, Python, API Development, E-commerce, Scalable Systems, Database Design, Cloud Infrastructure, Marketplace Platforms, Data Insights, Software Architecture",mid,175000.0
Full-Time,"Healthcare Technology, Data Analysis, Insurance Systems, Medical Billing, Software Engineering, Data Processing, Regulatory Compliance, Cloud Computing, API Development, Database Management",mid,165000.0
AI Internal Developer Tooling Engineer,"AI Tools, Developer Tooling, Python, Automation, Internal Tools, Software Engineering, Experimentation, Cutting-Edge Tech, Productivity, API Integration",mid,140000.0
Product Engineer,"Generative AI, Python, Software Engineering, Product Development, Startup Experience, Full-Stack, Cloud Infrastructure, API Design, Machine Learning, Code Execution",mid,190000.0
"Machine Learning Engineer, Data Engineer","Python, TensorFlow, PyTorch, GCP, AWS, Azure, Machine Learning, Data Engineering",mid,115000.0
Junior Software Engineers,"Software Engineering, Healthcare, Modular Software, Clinical Workflows",junior,90000.0
Software engineer backend (Go/Golang),"Go, Golang, Backend, Energy Storage, Battery Systems",mid,160000.0
Principal Appian Engineer,"Appian, Healthcare, PBM, Medical Cost Management",principal,141500.0
Senior/Staff Software Engineers,"Ruby, Rails, FinOps, Cloud Cost Management, Infrastructure",senior,240000.0
Senior platform data engineer,"Java, Spark, Flink, Pinot, Iceberg, Data Lake, Big Data",senior,110000.0
Dallas / NYC,"Front-end, Back-end, Full Stack, Data Science, Marketing Technology, Engineering Management",mid,135000.0
Multiple Roles,"Software Engineering, Privacy, Trust, Remote Collaboration",mid,249250.0
"SWE, SRE, Networking, Infra, TPM, PM, and many more","AI Infrastructure, GPU Deployment, Datacenters, Networking, SRE, TPM, PM",mid,210000.0
Legal Tech,"Legal Tech, B2B, Intellectual Property, Patents, Trademarks, SaaS, Collaboration Tools, Cloud, Security, API Integration",mid,125000.0
"Cambridge, MA + NYC","Machine Learning, Natural Language Processing, Generative AI, Finance, Data Science, Python, TensorFlow, PyTorch, Big Data, Cloud",senior,200000.0
Multiple roles,"Web Scraping, AI Agents, ETL, Python, Automation, Data Pipeline, Machine Learning, APIs, JavaScript, Cloud Computing",senior,190000.0
www.askdragonfly.com,"System Design, Cloud Infrastructure, GenAI, AI Agents, Machine Learning, AWS, Kubernetes, Python, Terraform, DevOps",senior,230000.0
part-time/flexible/1099,"CloudSuite Distribution, Infor, ERP, Consulting, Data Analysis, SQL, Business Intelligence, Custom Software, SaaS, Integration",mid,90000.0
full-time,"Distributed Systems, Security, Platform Engineering, Frontend, DevRel, AI Agents, Cloud Computing, Kubernetes, Go, Rust",senior,265000.0
"Rust, Bevy, AI Image and Video","Rust, Bevy, AI, Computer Vision, Open Source, Graphics Programming, Video Processing, Machine Learning, C++, Python",senior,170000.0
Product,"User Research, Product Management, MVP Development, Communication, AI, Startup, Product Strategy, Customer Interviews, Agile, Prototyping",mid,110000.0
Full-time,"Python, JavaScript, React, Node.js, AWS, PostgreSQL, AI/ML, Data Processing, Full-stack Development, Real Estate Tech",mid,170000.0
"Senior Java Engineer, Technical Support Engineer, Senior UX Designer, Account Executive","Java, Spring Boot, Authentication, Authorization, AWS, Docker, PostgreSQL, API Design, Security, Microservices",senior,160000.0
Software Engineers,"Python, AWS, Big Data, Web Crawling, PostgreSQL, Docker, Kubernetes, Data Processing, Scalability, Cloud Infrastructure",mid,160000.0
Full Time,"Rust, WebGL, WASM, Python, JavaScript, React, AWS, Data Visualization, Robotics, Backend Development",mid,200000.0
Engineering & Product,"Backend Development, Python, Java, AWS, Docker, PostgreSQL, Hardware Integration, Healthcare Systems, API Design, Microservices",senior,185000.0
Senior Software Engineer,"SQL, Python, JavaScript, React, Node.js, AWS, Docker, PostgreSQL, Data Visualization, Collaboration Tools",senior,145000.0
Full-time,"Go, AWS, Terraform, Kubernetes, Docker, Infrastructure-as-Code, Ansible, CloudFormation, Pulumi, PostgreSQL",senior,105000.0
Full-time,"Python, JavaScript, React, Node.js, AWS, PostgreSQL, Docker, Kubernetes, TypeScript, GraphQL",mid,170000.0
"Senior Backend, Fullstack, Frontend","Backend, Fullstack, Frontend, AI, Jira, Intercom, Support, Automation, Python, React",senior,115000.0
QA Engineer,"QA, Testing, Automation, Healthcare, SaaS, Manual Testing, Selenium, Cypress, Regulated, Medical",mid,105000.0
Full-time,"Product Management, Mobile, AI, Healthcare, Hearing Aids, Clinical, UI/UX, Agile, Data Analysis, User Research",mid,130000.0
Full-Time,"Rust, Linux, BPF, Distributed Systems, Backend, Systems Programming, Dev Tools, Concurrency, Performance, Kernel",senior,175000.0
Senior Engineers (Kotlin/Java/React/Typescript),"Kotlin, Java, React, TypeScript, AI, Data Engineering, AWS, Python, Machine Learning, Sales",senior,185000.0
Software Engineer (Founding Team),"AI, Machine Learning, SaaS, Pricing, Python, FastAPI, React, TypeScript, Cloud, Data Analysis",junior,60000.0
Full-time,"Backend, Java, Spring, Microservices, AWS, Philanthropy, Fintech, API, Database, Cloud",senior,160000.0
Engineering,"C#, .NET, GraphQL, React, TypeScript, PostgreSQL, AWS, CDK, SaaS, E-commerce",mid,135000.0
Full-time,"React, TypeScript, Mobile Development, AI, Computer Vision, Frontend, UI/UX, JavaScript, iOS, Android",mid,73000.0
Founding Engineers and Designer,"AI Agents, E-commerce, Product Design, Full Stack Development, Data Enrichment, Machine Learning, Scalability, User Experience, API Integration, Cloud Infrastructure",senior,150000.0
Software Engineer,"Data Processing, Mobility Datasets, Geospatial Analysis, Full Stack Development, Python, JavaScript, Cloud Computing, API Development, Urban Planning, Data Visualization",mid,160000.0
"Bangalore / Bengaluru, India","AI Agents, Customer Journey, Enterprise Solutions, Scalable Systems, Full Stack Development, Python, Cloud Platforms, API Integration, Data Processing, Reliability Engineering",mid,45000.0
Full-Time,"Aviation Systems, Autonomous Systems, Human-Machine Collaboration, DoD Programs, AI, Machine Learning, Technical Leadership, Mentoring, System Architecture, Safety Engineering",senior,210000.0
Full Stack Software Engineer,"Full Stack Development, Automation, Dev Tooling, Geospatial Data, 3D Visualization, Map Production, Python, JavaScript, Cloud Infrastructure, Data Pipelines",mid,185000.0
Senior Engineers,"AI Agents, Construction Industry, Automation, Building Science, Full Stack Development, Python, Machine Learning, Cloud Platforms, Data Analysis, Sustainability",senior,170000.0
